sentence1,sentence2,label
Die status van die swartvlerkkorhaan (Afrotis afra) word amptelik as kwesbaar beskryf.,Dit is belangrik dat die swartvlerkkorhaan van die witvlerkkorhaan (A. afraoides) onderskei word.,0.66
Bedek dit met n klam doek en laat dit vir twee uur rys tot dit goed uitgerys is.,Bedek met kleefplastiek en laat staan dit op n warm plek om te rys.,0.53
Nog 'n sterk vitamien B-3 aanvulling gemaak deur 'n maatskappy met 'n uitstekende reputasie.,Dit is baie goeie niacinpille wat deur 'n maatskappy met 'n goeie reputasie gemaak word.,0.72
Standard Bank sê dit is n aanduiding oor hoe traag die plaaslike residensiële eiendomsmark is.,Die bank sê hy het n beduidende toename van 31% in nuwe rekeninge gesien.,0.44
Haak dus julle sn en sit af na die naaste kampeerterrein.,Bepreek dus vir julle plek by n oornag-spa.,0.41
"Indien jy Beaulieu (Witpoort) besoek en jy benodig akkommodasie, is jy op die regte plek.",Die lengte van die reghoek is 17 cm meer as die wydte.,0.09
Dit is ongeveer 300 bykomende kalorieë en 25 gram koolhidrate.,Doen dit vier keer 'n week en jy sal 1200 bykomende kalorieë en 100 gram koolhidrate kry.,0.66
"Kreatiwiteit en harde werk is n klassieke kombinasie, terwyl jy met n opwindende projek vooruitgang maak.",Deur die eeue heen het daar op hierdie manier 'n baie dik laag diatoomgrond op die seebodem gevorm.,0.19
Ek het dan ook langtand begin lees aan die bundel Nuwe stemme 5.,Die bundel Nuwe Stemme 5 het my egter aangenaam verras en ek kan dit beslis aanbeveel.,0.81
Ons Hemelse Vader eer Sy woord bo Sy naam.,Sy naam is die naam bo alle name en daarom sal Hy Sy woord eer in jou lewe.,0.81
"Vir jare daarna, wanneer jy verby Ant Lemoentjie se huis stap kon jy Jim Reeves hoor sing.",In Duitsland is daar pienk Taxies net vir vroue.,0.16
Die groot kothuis het slaapplek vir tot 8 gaste.,Die kleiner kothuis het slaapplek vir tot 2 gaste.,0.72
"Trouens, hulle gebruik die uiterlike vorms van dit wat hulle skilder slegs as n leidraad.",Hou dus jou afstand en beweeg dadelik versigtig weg.,0.16
In die agtertoe-kykspieëltjie kon ek sien hoe haar eggenoot se gesig opblaas en verrooi.,In die agtertoe-kykspieëltjie kon ek bemerk hoe haar man se gesig opblaas en verblou.,0.62
Skep driekwart van die sampioenmengsel op die pap en strooi n hand vol kaas bo-oor.,Strooi die res van die kaas bo-oor en besprinkel met n klein bietjie olyfolie.,0.81
Hy het glo van n vriend se huis af teruggekeer en nie besef hy ry te vinnig nie.,Jy kan 1 Mannetjie met 2 wyfies of 'n trio wat 2 Mannetjies en 3 wyfies is.,0.09
Hans Linde en sy gesin van Wellington tref die reëlings.,"Die stootwaentjie wat op oom Manuel se stoep gestaan het, het hulle soos n magneet aangetrek.",0.12
"Indien n effektiewe skoot nie ingekry kon word nie, sou ons die wild skei van die klikbek-streepdonkie.","Toe hulle bewus raak van Eduard se teenwoordigheid, word n galopdans in my rigting uitgevoer.",0.31
"Wat is nou mooier as n slaai versier met kappertjies, of ysblokkies met gesiggies daarin?",Wie ken nou nie kappertjies met hul vrolike oranje en geel blommetjies wat n oorvloed kleur verskaf nie?,0.5
"Dit was gelees en geskryf deur Jaco Kirsten, en die skets was gedoen deur Fred Mouton.","Dit is geskryf en gelees deur Toast Coetzer, skets deur Fred Mouton.",0.62
Geen betroubare korrelasie kon op enige wyse gevind word tussen skouerhoogte en groei soos getoon in Figuur 12.,Figuur 12 is saamgestel deur groei van laag na hoog te plaas en ooreenstemmende skouerhoogte te plot.,0.81
"Nog n soort is die Trots-van- de-Kaap (Bauhinia galpinii), baie mooi oranjekleurige blomme!","Met die nagenoeg R5 miljoen wat in die aftreefondse oorbly, koop hy n lewende annuïteit.",0.19
Verwittig u in watter sessie die betrokke vak geskryf word.,Handboeke word ingeneem op die dag wat die betrokke vak geskryf word.,0.53
"Dis baie gerieflik, skoon en netjies met alles wat jy nodig het.","Skoon, netjies en alles in 'n werkende toestand.",0.75
"Die beste manier om n gewrig te laat rus, is om spalke of afgietsels te gebruik.","Dit is baie doeltreffend, want n groot dosis kan op hierdie manier toegedien word.",0.28
Dit is n ongelooflike nice lens en sal more een koop as hy nie so duur was nie.,As ek weer moet koop sal ek egter die 16mm fisheye koop wat n fullframe lens is.,0.56
LW: U werk word anoniem aan die beoordelaars voorgelê.,"Hoe kan jy die ellende van n nare, nat hoes laat wyk?",0.22
Die woord word gebruik om die Hebreeuse woord vir eer of heerlikheid te vertaal.,Laste en moeilikhede word met n ander Griekse woord vertaal.,0.5
Hierdie boek bevat ses verstommende ware heldeverhale: Hierdie reeks is die perfekte wegspringplek vir beginnerlesers.,Boonop het die toegang tot infrastruktuur en dienste soos water en sanitasie 'n direkte invloed op gesondheid.,0.22
Effekte word deur die regering en groot maatskappye uitgereik as hulle geld wil leen.,"Effekte wat deur die staat uitgereik word, is seker die veiligste.",0.59
Stuur die kinders uit op n ontdekkingstog in julle huis of na die naaste parkie.,Spreek n goeie tyd af en laat die kinders iets vir Pa of Ma se kantoor maak.,0.56
"In hierdie vertoning, Nokturne, sing hy die musiek van Koos du Plessis.","Die musiek van Koos du Plessis het Mathys, met sy donker fluweelstem, soos n handskoen gepas.",0.69
"Troeteldiere in n hok is veral kwesbaar vir hitte, want hulle kan nie daarvan ontsnap nie.",Kyk na die volgende foto's van organismes in hulle omgewings.,0.53
Dié hoender moet vir minstens n dag of twee marineer.,"Enige gaar hoender wat oorbly, is heerlik in n koue slaai of n hoender-en-mayonnaisetoebroodjie.",0.78
"Organismes vorm die biotiese, of lewende deel van die omgewing.","Dinge soos rotse en sonskyn is deel van die abiotiese, of nie-lewende omgewing.",0.75
"Die magnetiese veld kan veroorsaak word deur magnete, elektromagnete en elektriese strome.","Rondom 'n geleidende draad waardeur 'n elektriese stroom vloei, word 'n magnetiese veld opgewek.",0.78
Venus beweeg tot 16 November agteruit deur jou beroepsone.,"Venus, die plesierplaneet, beweeg die volgende sewe dae agteruit deur jou reissone.",0.75
Ons leer immers ons kinders n rein liggaam is die naaste aan n rein hart.,Net so is n skoon omgewing die naaste aan n skoon hart.,0.69
Ek verstaan hoekom ons Hemelse Vader n vrou geskape het en hoe sy n man se lewe voltooi.,"Ek verstaan ook hoe n man sy vrou moet lief he, en sy lewe vir haar afle.",0.66
Donnalee ontvang by hierdie toekennings ook die prys vir Aktrise van die Jaar vir haar hoofrol as Amory.,Deel vir elke leerder n skoon vel papier uit.,0.19
Daar is verskeie metodes waarop hierdie geld gebêre kan word sodat dit terselfdertyd ook n opbrengs verdien.,"Dit kan by finansiële instellings in n spaarrekening gebêre word, waar dit rente verdien vir die eienaar.",0.62
Die Trust sal vooraf bystand gee vir mense uit die gemeenskap wat n aansoek wil indien.,Dekor word met die hand uitgesoek om by n tema van n partytjie te pas.,0.31
"Ons moedig ons ouers, asook ons onderwysers aan, om met hul kinders te gesels oor aanlynveiligheid.",Daarbenewens kan 'n geneesmiddel die effek van 'n ander geneesmiddel versterk of teenwerk.,0.28
"Hy word n seerower wat skatte jag, of n ruimteman oppad na die maan.",Sy word n Feëprinses met towerkragte of n hondeaftrigter in die sirkus.,0.62
Alternatiewelik kan dit ook veroorsaak word deur sekere kossoorte.,"Dit word gewoonlik veroorsaak deur voedsel, maar kan ook die gevolg wees van medikasie.",0.66
"Ons ry tussen die berge, deur klowe en oor bruggies langs die pad wat deur die boerderygebiede gaan.","Eers ry ons deur en oor Fontein kloof en dan Longhoogte, en Perdenek.",0.72
Hierdie boekie probeer n beknopte weergawe oor hierdie seminare weergee.,Die volledige verslag sal ook aan die werkgroep beskikbaar gestel word vir bespreking tydens 'n volgende vergadering.,0.47
"Die hart is n aanduiding van ons ritmes, hoe die lewensbloed deur ons vloei.",Ek het probeer dink hoe iets soos hartseer deur n metafories oorplanting genees sou kon word.,0.41
"Geniet jou rus, en neem n paar fotos net vir jouself.","Die kragte wat deur die kristallisasie, herkristallisasie, akkumulasie, dehidrasie en herhidrasie van soute veroorsaak word.",0.16
Die Afslaer dra alleenlik kennis van die toestand van die goedere soos wat geopenbaar is.,Die afslaer dra nie enige verdere kennis anders as soos hierin uiteengesit nie.,0.69
"Daar was 'n 2-deur en 4-deur sedan, 2-deur koepee en 'n stasiewa beskikbaar.",Die sedan was as 'n 2- en 4-deur en die stasiewa as 'n 3- en 5-deur beskikbaar.,0.72
Oom Gert is waar die rokers bymekaarkom voor klas vir n vinnige ontbyt.,Oom Gert is waar landboustudente ná n bemarkingsdag n hamburger en Coke geniet.,0.59
Sy is ook n nasionaal geakkrediteerde veldwagter-instrukteur en assesseerder.,SEAN PATTRICK is n geakkrediteerde Theta/FGASA veldwagter-instrukteur en assesseerder.,0.62
Kook vir slegs n paar oomblikke sodat die sampioene nog hard is.,Kook n paar oomblikke terwyl jy roer totdat die vloeistof begin verdik.,0.5
Ek stem saam hy moes net n goeie pakslae gekry het.,"Waar brommeraanvalle voorgekom het, is soveel moontlik van die maaiers verwyder en die wond met 'n brommermiddel behandel.",0.19
"Ek skryf net oor dinge wat my interesseer, oor artikels wat ek in Engelse gelees het.",Die afslagprys word in geval van 'n spesiale aanbod vertoon.,0.31
Die verskeie elemente wat bygedra het tot die (vorming van die) struktuur van jazz word behandel.,"Die (noodsaaklike en opsionele) musiekinstrumente wat in jazz groepe aangetref word, word behandel.",0.78
En hier is n vraag: Wanneer laas het jy n kompliment gegee?,Ek sou verseker nie n goeie tuisblyma wees nie.,0.31
Daarom is daar n spraakmakende nuwe tegniek ontwikkel.,Laat die pasient plat lê met die ledemaat wat gepik is effens hoër as die res van die liggaam.,0.44
Die stene word gelê met hul kante na die buitekant van die rigplank toe maar nie vas daarteen nie.,"Al die ander stene word dan met hul bopunte na hierdie merk, toe gelê.",0.78
Neem dan die persoon na n hospitaal sodat n entstof teen hondsdolheid toegedien kan word.,"Jy is n eindelose inspirasie, verseker nie net as fotograaf nie.",0.19
Sy moet baie lief wees vir kook want ek is ook lief vir kook.,Sy moet uitnemende geaardheid he en ook lief wees vir mense.,0.66
Die mate van verstaanbaarheid hang tot n mate saam met die soort van assosiatiewe denke van die leser.,"Moeilik of maklik, tradisioneel of eksperimenteel, poësie speel tot n mate altyd met die onsegbare.",0.44
Jankelow het ook in 2016 n derde plek in die SACEE-kompetisie behaal.,"Hy het laas jaar aan die skoledebatkompetisie in Bratislava, Slowakye, deelgeneem en n 25ste plek behaal.",0.5
"Deur die vleis apart te soteer, kan enige oortollige vet ook maklik afgeskink word.","As die bredie die vorige dag berei is, kan nog vet maklik afgeskep word soos die bredie afkoel.",0.75
Jy is soort van verlore en moet die korrekte en akkurate rigting leer ken.,Die outomatiese lig meter gee lesing maar neem jy jou foto is dit altyd oorbelig of onder onderbelig.,0.31
Megan Stemmet verwerf n pryswennerssertifikaat vir die beste prestasie in die 13-jarige ouderdomsgroep in die afdeling vir blokfluit.,Derik Nortjé verwerf n pryswennerssertifikaat vir die beste prestasie in die 14-jarige ouderdomsgroep in die afdeling vir blokfluit.,0.91
"Die Cortina met Mike, Enoch en Phillip is agterna.","Enoch, met die vuurwapen, en Phillip spring onmiddellik uit die Cortina.",0.78
Elektriese strykysters het in die laat 1800s op die mark verskyn.,Die jaarlikse Suid-Afrikaanse Jongwynskou word al sedert 1833 aangebied en is die oudste wynskou in Suid-Afrika.,0.25
Pak die wiggies in n enkellaag bo-op en drup die res van die olie oor.,Vir afronding: Pak die wiggies op n opdienbord.,0.56
So lyk die gesig van iemand wat niks voel vir n ander se lewe.,Ook dat jy niks weet wat in n ander se kop aangaan nie .,0.44
"Lepels word ook by die disbeplanning gebruik wanneer daar gemeet, gemeng en geroer word.","Hy kon nie die weermag kritiseer nie, want dan het die sensors die film verbied.",0.06
Washington DC is n stad vir stappers.,Vergelyk in hierdie verband ook Wiegand en Gouws (2013:76).,0.19
Soms sonder dat familie dit bedoel maak hulle dit makliker vir hul geliefde om dwelms te gebruik.,In so n mate maak jy dit eintlik makliker vir jou geliefde om dwelms te gebruik.,0.78
"Ek is 'n baie aangename, betroubare vrou met 'n baie goeie sin vir humor.","Iemand wat aangenaam is met 'n goeie sin vir humor, intelligent en moet goed kan gesels.",0.47
Ek het dadelik n veearts in Burgersfort geskakel.,Later die middag het ons die hondjie na n ander veearts in Burgersfort geneem.,0.72
Ek maak van hul dienste gebruik en ek kyk nie een oomblik terug nie.,Soveel ander Suid-Afrikaanse skrywers maak van hul dienste gebruik en jy kan ook.,0.5
"Geen respek vir n vrou nie, net homself.","Talle bejaardes, gestremdes en ander maatskaplike gevalle in die Suid-Afrikaanse Polisie Diens word deur die skenkings gehelp.",0.22
"Pluk dus net hier en daar n groenteblom, of as jy te veel het.",Kamp Nakuphi bied verskillende kursusse aan waaruit Verkenners kan kies.,0.12
Alle wysigings tot hierdie beleid oor die beskerming van privaatheid sal op die Senwes webtuiste gepubliseer word.,Vra n boer se geliefdes en werkers oor hul onnoembare pyn as hy gemartel en doodgeskiet word.,0.34
"As die verkoper nie n verband het nie, sal daar nie n verbandkansellasie wees nie.",Daar kan met sekerheid aangeneem word dat veld brand nie van parasiete ontslae raak nie!,0.34
"As die vorm nie onderteken is nie, kan die kinders nie op die rit geneem word nie.","Die buite lewe bied soveel plesier, en mooi goed as mens net eers wil rond kyk.",0.44
Of gebruik n Franse manikuurstrokie om jou naels af te skort en verf dan die punte.,Verf jou naels n effekleur van jou keuse.,0.56
Jy kan dan gewoonlik ook die diens op kort kennisgewing kanselleer.,"Dit beteken egter ook dat jou regte om die kontrak op kort kennisgewing te kanselleer, verander.",0.62
Geen afbeelding mag as 'n handelsmerk of diensmerk gebruik word nie.,Geen afbeelding mag vir onwettige doeleindes gebruik word nie.,0.59
"Die lammers word sonder ore en met 'n gesplete verhemelte lewend gebore, maar vrek kort daarna.",Ons beste wense aan julle en ons hoop julle kom maak binnekort weer hier 'n draai.,0.16
"As plantluise n probleem is, spuit met seepwater of vee dit af met n klam doek.","Treine word gebruik om mense, diere en goedere te vervoer.",0.28
Nog nooit het die bra bo-op daai leer n blik verf op my kop laat val nie.,In sekere lande mag mense met epilepsie nie 'n motor bestuur nie.,0.22
In die Eerste Wêreldoorlog is hy n dokter in die Kanadese leër.,In die Tweede Wêreldoorlog sluit Banting hom as n majoor by die Kanadese leër aan.,0.62
Nuwe seisoene eksklusief beskikbaar vir Showmax se internasionale intekenare.,Showmax se internasionale intekenare kry eksklusiewe toegang tot nuwe seisoene van Op pad met Dana.,0.8
Die Suid-Afrikaanse Akademie vir Wetenskap en Kuns wag nominasies in vir die Jan H. Maraisprys vir 2019.,Die Raad van die Suid-Afrikaanse Akademie vir Wetenskap en Kuns het op die volgende bekronings vir 2016 besluit.,0.69
Dit maak ook maklik skoon en is te kry in n verskeidenheid kleure.,"Hou ook n stofsuier byderhand as jy gaan skuur, en maak seker die area is goed geventileer.",0.53
Dis n vreeslike mooi dorpie  mooi ou geboue en baie rustig.,Ek kan nie help om te lag oor jou kaggelkakkies nie  dis so n raak beskrywing.,0.12
Hierdie boekie probeer n beknopte weergawe oor hierdie seminare weergee.,"Ons ry oor die Hemel-en-Aarde pas, en later ook oor die Shaws Mountain Pass voordat ons Caledon bereik.",0.16
Die vlag van Sint Bartolomeus is n nie-amptelike vlag van die Franse oorsese gebied.,Die vlag vertoon die wapen van Sint Bartolomeus op n wit agtergrond.,0.78
Die ruimtelike profiel of energie intensiteitprofiel van die bundel het ook 'n invloed op die proses.,Verder het die multimode bundel ook nie 'n uniforme energie intensiteitprofiel nie.,0.81
"Die robot reageer wanneer jou kat nader kom en slaan op die vlug, nes n regte muis.","Wanneer jy lus het, kan jy Mousr beheer met behulp van n toepassing op jou slimfoon.",0.56
Ek sal Obesa Lodge enige tyd aan enigiemand aanbeveel.,"BY hierdie soort hefboom is die steunpunt en krag aan weerskante, met die las iewers tussenin.",0.16
Hulle parte is ontsettend duur en jy kan net deur Nissan bestel.,Hulle parte is nog duurder en jy kan net deur Mercedes bestel.,0.53
"Vir sy aangrypende lewensverhaal het André P. Brink die titel, n Vurk in die pad, gekies.","Jan en Shireen, julle het by n vurk gekom en gekies.",0.19
"Nou sien, dit is nou n saak wat sal kwalifiseer vir die doodstraf.",Begin 2008 doen hy dit weer; elke vier jaar vervang hy sy motor met n nuwe.,0.28
"En dan word die plaaslike X-klas ook standaard toegerus met n sleepstang, waswaaibeheer en n trukamera.","Die X-klas het glad nie gesukkel nie, ondanks die banddruk wat n bietjie hoog was vir veldry.",0.75
"Daarbenewens geld ook die vraag wat syfers soos genoem, vir die massas beteken.","Want as hy te los (of styf) is, dan moet hy mos altyd skree.",0.31
"Amerika word jaarliks geteister deur grootskaalse natuurrampe soos Tornados,aardbewings en orkane.","Lande in Asië, soos Nepal, word ook dikwels getref deur groot aarbewings en tsunamis.",0.78
Ook moet hul skryf waar hul die opgrawing gedoen het en teken wat hul gevind het.,In die eerste teken bladsy het hul geteken wat hul in die eerste harde opgrawing gevind het.,0.56
"Gee 'n ander definisie wat dieselfde vierhoek as die vierhoek waaraan Anna dink, sal beskryf.",Verander Raoul se definisie sodat dit dieselfde vierhoek as Anna se definisie beskryf.,0.56
"Prysgeld vir die 10 km is R250, R150 en R100 vir die eerste drie plekke.","Daarom gaan jy n meester word van met die minste klaarkom, tent opslaan en vuurmaak.",0.28
Swartes wat deur blankes onderdruk word  ja daar is n storie  hoofberigte wereld wyd.,"Blankes wat deur swartes vermoor word, nee wat, die wêreld is min gepla.",0.69
Volgens die voorlopige verslag was die medevlieënier se buitelandse vlieglisensie ook nie geldig vir die betrokke vliegtuig nie.,Sy buitelandse vlieglisensie was glo geldig vir n enkel-enjin vliegtuig terwyl die rampvliegtuig twee enjins gehad het.,0.75
Hoeveel keer per dag eet jy neute net omdat hulle gesond is?,Hoeveel keer eet jy minder omdat jy so hard oefen?,0.66
"Detensiebrief, sowel as slegte nuus brief, word aan die leerder se ouers gestuur.",Kennisgewing van die verhoor moet aan die ouers gestuur word via die leerder of die pos.,0.63
As jy geld wil maak dan moet jy dit as n wegspring besit.,"Dié hotel lê aan die Weskus van Suid-Afrika in die pragtige vissersdorpie Paternoster, 145 km noord vanaf Kaapstad.",0.22
Die Solidariteit Beweging is vanjaar 110 jaar oud.,Vir die Solidariteit Beweging is dit nou belangrik om die boublokke in te messel vir die volgende 110 jaar.,0.72
"Hulle is deur die vroeër, gevestigde bevolking (die Boere) as n bedreiging beskou.",Kruger het verklaar dat die uitlanders as n integrale deel van die bevolking beskou sou word.,0.34
"Baie voorwerpe laat wel n hoeveelheid lig deur, maar is nie deursigtig nie.",Versamel droë saadkoppe aan die einde van die seisoen en skud die saadjies uit in n papiersak.,0.38
Lokasie is 'n ou woord wat in die konteks van apartheid gebruik is.,Die woord lokasie kan glad nie in die moderne konteks gebruik word nie.,0.75
"My kind van 6 jaar, se stoel is groot en kan verstel word soos sy ouer word.","Selfde met my seuntjie van 4 jaar, soos hy ouer word, sal ons sy stoeltjie ook aanpas.",0.56
Dieselfde geld vir n vergoedende reistoelae.,Hou 'n afstand van minstens 3-5 m van hierdie slange af en beweeg dan versigtig weg.,0.12
Die mengsel word dan deur 'n nikkel-katalisator in koolstofmonoksied en waterstof geskei.,Die koolstofdioksied kan deur absorpsie in oplossings uit die gasmengsels onttrek word en waterstof bly dan oor.,0.66
Dit is vir ons heerlik om sulke positiewe gaste soos julle te ontvang.,Dit is vir ons heerlik om hierdie pragtige natuur met gaste soos julle te kan deel.,0.88
"Suid-Afrika is n daaglikse toneel van verskeurdheid, onversetlikheid en rassehaat.","Suid-Afrika is kwansuis nie-rassig, 'n teenstrydige begrip en n leuen wat vir die waarheid verkoop word.",0.72
"Want van die 170 manne wat saam met Da Gama uitgevaar het, lewe nog slegs n derde.",Soos kinders wat hul pa respekteer en sy goeie naam in die wêreld wil eer aandoen.,0.34
"Nelson Mandela aan die spits, het die deure van n eens geslote en vyandige wêreld weer geopen.","Jacob Zuma aan die spits, lyk dít alles na n ster wat verskiet het.",0.66
"Wanneer 'n mens egter beweer dat sy werk bloot tradisioneel is, word tradisie in 'n negatiewe sin gebruik.",Elektriese ketels het laat in die 1800s hul verskyning gemaak.,0.31
Regrow Seldery - Seldery is 'n soort groente wat van die basis van groente herplant kan word.,Regrow Bok Choy - Dit is 'n groente wat ook kan groei soos seldery.,0.66
In April 2000 vier die skool sy 30-jarige bestaansjaar op gesellige wyse.,Revue 2000 word in Oktober 2000 op die planke gebring om die 30-jarige bestaansjaar te vier.,0.72
Die Beandra is die regte keuse vir daardie geleentheid waar jy op jou beste wil voel en lyk.,Van 'n troue of selfs strooimeisie tot enige ander geleentheid waar jy op jou beste wil voel en lyk!,0.53
Ek gooi altyd eers n klein stukkie deeg in olie.,Dan moet n skeppie deeg uitgeskep word en in die olie gegooi word.,0.75
"Hoe, dink jy, is die pikkewyn aangepas om in water te swem?","Hoe, dink jy, is die arend aangepas om te vlieg en sy prooi te vang?",0.59
Radio Laeveld het op 1 Maart 2003 vir die eerste keer 'n vier jaar Gemeenskap Uitsaailisensie ontvang.,Op 31 Mei 2003 word daar vir die eerste keer op die Radio Laeveld-senders uitgesaai.,0.53
"Irma Joubert is n uiters bekwame skrywer, nee, dalk eerder n towenaar.",Irma Joubert verdien waaragtig n pluimpie vir haar hoed.,0.75
Marí Hudson gesels met n chirurg van die Tygerberg Hospitaal oor dié kwessies.,Marí Hudson gesels met n endokrinoloog oor die jongste inligting.,0.81
Die bekendste lid van die genus is die graangewas rog (Secale cereale).,Omkring woorde met n y klank en skryf hul le neer.,0.16
Benoud soos n tandmuis wat in n army boot loop staan en val het.,Dit is 'n goeie swart cohosh-aanvulling op die mark vir 'n bekostigbare prys.,0.16
"Gooi n bietjie water by, indien nodig.",Dalk ontbreek daardie vermoë tot meegevoel in sy psige.,0.31
Ek sien toe dinge is nie lekker nie: hierdie ouens is op `n mission.,Die polisie het al glo `n ruk hierdie ouens ge-suspect.,0.59
Hondsdolheid is n potensieel dodelike siekte wat versprei word deur die speeksel van besmette diere.,Neem dan die persoon na n hospitaal sodat n entstof teen hondsdolheid toegedien kan word.,0.94
Sit n paar sampioen-kebabs daarby en jy het n smullekker ete.,Met n paar basiese bestanddele kan n smullekker en vinnige aandete met min moeite voorberei word.,0.47
"Talle hidrate kan as X·nH2O geskryf word, maar binne hulle struktuur het die watermolekule ander spesies gevorm.","Hulle stoigiometrie kan as Cn·nH2O geskryf word, maar in werkelikheid bevat hulle geen watermolekule nie.",0.66
"Hy het die inbreker wat deur die gebreekte ruit na buite gevlug het, agterna gesit.",Tans is dit die enigste verklarende Afrikaanse woordeboek wat op n selfoon beskikbaar is.,0.31
Die meeste soorte melk het 45 - 60 kalorieë en 4.7 - 5.0 gram koolhidrate per 100 ml.,"Byvoorbeeld, rou amandels bevat 675 kalorieë per 100 gram.",0.66
"Wanneer die elektron opgewek word, beweeg die elektron na 'n hoër energiepotensiaal/orbitaal.",Oom Gert is waarheen studente gaan vir n bier ná n moeilike eksamen.,0.16
"Villa with a View het 2 ligte, sonnige kamers.","Die maklikste manier om jou reis te beplan, is deur 'n Bangalore Ooty Kodaikanal Tour-pakket te kies.",0.34
Elke lees en uitleg van n teks is ook die produk van n bepaalde tyd en konteks.,Theodorus is ook radikaal deur sy tydsgees gevorm en daarom was n historiese lees vir hom belangrik.,0.22
Ek sien Gordhan wil nou die SAA skoonmaak en eis die korruptes moet die geld terug betaal?,"Waarom eis hulle altyd net die geld moet terug betaal word, maar selfs dit gebeur nie.",0.53
Daarbenewens word dit ook teen 'n goeie prys aangebied.,"Al die bestanddele is organies, en hulle word teen 'n goeie prys aangebied.",0.44
"Dis n vegetariese ete en lekker lig, maar steeds vullend.","Hy wag en kyk en wag nog n bietjie terwyl sy hart boems, boems, boems klop.",0.38
Saag nou die geut af sodat die water binne-in die emmer sal loop.,"Dit is ongelooflike mooi, dit lyk soos n DKNY advertensie.",0.19
Bedek daarna die koerant met 'n lagie blare en maak weer effens nat.,Bedek weer eens met 'n lagie koerantpapier en maak bietjie nat.,0.75
Die Palms Pub & Grill is 'n kuierplek vir die hele familie.,Stuur n e-pos na wereldwyd@afriforum.co.za om jou afslagkode te ontvang.,0.12
Maak saam n lys van alles wat die kinders vir die nuwe skooljaar nodig het.,Spreek n goeie tyd af en laat die kinders iets vir Pa of Ma se kantoor maak.,0.59
Giet die suurlemoensap en 30 ml (2 e) van die water by.,Pols tot die deeg begin saamkleef (giet nog n bietjie water by indien nodig).,0.53
King se dood n halfeeu gelede word vandeesweek wyd in die VSA  en trouens wêreldwyd  herdenk.,Daarom is daar n spraakmakende nuwe tegniek ontwikkel.,0.16
Ek het stil bly sit agter n rosyntjie-bos terwyl Eduard weer onder die wind terug beweeg het.,Die persentasieverskil in genetiese meriete is dan 200(Xs  Xc)/(2Xc  Xs).,0.22
"Jy raak, met ander woorde, prakties betrokke by die skep van hoop.","Negatiwiteit skep sy eie momentum, dit raak aansteeklik en vernietig hoop.",0.59
Die Botaniese Tuin verwelkom navrae van navorsers wat die versamelings en/of die Tuin vir navorsingsdoeleindes wil gebruik.,Onthou: Inskrywings word anoniem aan die keurders voorgelê.,0.38
HART 15-0284 is n baie goeie jong bul wat aangebied word.,Hy is n mediumraam bul wat op verse en koeie gebruik kan word.,0.47
Dit kan ook deur die grondgebied van 'n ander staat verdeel word.,Die woord word gebruik om die Hebreeuse woord vir eer of heerlikheid te vertaal.,0.25
"Het jy 'n plant, siekte of plaag wat jy wil identifiseer of het jy tuinmaak-advies nodig?",Het jy 'n algemene vraag oor tuinmaak of plant wat jy wil identifiseer?,0.75
"Wat is nou mooier as n slaai versier met kappertjies, of ysblokkies met gesiggies daarin?","Gebruik dit in slaai, vrugteslaai, gooi dit in n drankie of versier n gereg daarmee.",0.62
"Indien jou gebruik 'n wenas regverdig, sit hom op.","Indien jou gebruik net mooi paaie is maar swaar vrag, sit 'n dakrak op.",0.69
"Die Volla se rat kon nie, terwyl die karretjie beweeg, in eerste rat kom nie.","Jonk en selfbewus, word die karretjie eers afgeskakel en die rat in eerste rat ingeskuif.",0.53
"Dit bevat 'n proteïen wat bekend staan as Papain, wat jou effektief help om proteïene te verwerk.","Wanneer dit in rou vorm gebruik word, bevat papaja 'n stof wat bekend staan as papaïen.",0.66
"Ek dink dat al wat die ANC wil, is om sy opposisie te toets.","Ons het regtig baie lekker gebly, die kamers is binne en buite baie mooi.",0.22
Die vergelyking lewer n maksimum korrelasie faktor van 9.8 en n minimum van 3.9.,"Nelson Mandela aan die spits, het die deure van n eens geslote en vyandige wêreld weer geopen.",0.16
Christian Lealiifano het die strafdoel oorgeklits: 7-3.,Lealiifano het strafskop vroeg in tweede helfte oorgeskop toe Louw by die afbreekpunt oortree het: 16-9.,0.62
Geur met n bietjie sout en swartpeper.,Smeer die filet met n bietjie olyfolie en geur met sout en peper.,0.78
Vandag word daar intensiewe navorsing  wat bekend staan as gene-rekombinasie en kloning - oor die hele wêreld gedoen.,By die Australian National University word navorsing gedoen oor 'n ensiem wat manlike spermselle vernietig.,0.38
"Was dit n eenmalige gebeurtenis, of is dit iets wat jy op n gereelde basis doen?","Heelwat spesiale uitgawes is vrygestel, soos die Malibu Barbie New Beetle.",0.19
Wat maak jy as daar nie n goeie Afrikaanse skool in jou omgewing is nie?,Hoe was dit vir jou as Afrikaanse kind in n Engelse skool?,0.62
"Dit was geskryf deur Gideon Brückner, gelees deur François Haasbroek en skets deur Fred Mouton.","Dit was gelees en geskryf deur Jaco Kirsten, en die skets was gedoen deur Fred Mouton.",0.5
"Vars seisoensvrugte, avokado, groente soos liggies gaargemaakte broccoli of groenboontjies of n kleurvolle slaai is ideaal.",Selfs n paar sonneblom- of pampoenpitte is lekker met eier of in n slaai.,0.56
